	User	Date Created	Number of Likes	Source of Tweet	Tweet	Location
122	genybliss	2022-03-22 21:01:58+00:00	8	Twitter for iPhone	Everybody talking about #toxicworkplace and #HorribleBosses and I can’t relate because my boss is the best but unfortunately he isn’t on Twitter space to see this appreciation post.	Nigeria
123	jacob_ugbodaga	2022-03-22 21:01:57+00:00	1	Twitter Web App	"Tell me who is not a bully in Nigeria. Is it those danfo drivers that would be shouting owo-da! When you pay them, they would hiss ko-si-changyy before driving pass your bus-stop except you shout owa like 10x.

#HorribleBosses 
#jacobsdiary"	
124	CSexier	2022-03-22 21:01:45+00:00	2	Twitter Web App	"BREAKING: Fella Makafui Pregnant With Second Child - https://t.co/XdcQttgUWc

Asamoah Gyan Black Stars Baby Jet Ashimeru Nigeria Jordan #FabuCensus Danlad Jordan Otto Addo AFCON #HorribleBosses"	
125	AskOmalicha	2022-03-22 21:01:40+00:00	4	Twitter for Android	"No one deserves to work in a #toxicworkplace or be subjected to a #horriblebosses because everyone is deserving of #respect, #dignity and #consideration
Behaviour is still very fundamental to creatinga healthy work environment.

#ThePolishCoach
#NneomaEffanga"	Lagos, Nigeria
126	KehindeShoots	2022-03-22 21:01:25+00:00	11	Twitter for Android	At the end of the day. Nollywood practioners don't rate people unless and until they become popular. This is why people do a lot nonsense things to gain popularity. It doesn't take anything for you to respect people especially when they offer you services. #HorribleBosses	Everywhere
127	amandaoruh	2022-03-22 21:01:25+00:00	7	Twitter for Android	@Shockng and @innollywood_ thank you for doing this tonight. Please share call time as soon as can for tomorrow's space on #HorribleBosses because I'm going to sleep on your space oo unto this Nollywood marra. T for tenks. God bless.	Planet Earth 
128	Olanrewajucoco	2022-03-22 21:01:21+00:00	1	Twitter for iPhone	@COnyejose #HorribleBosses	O U T S I D E
129	Sandra_Mahannan	2022-03-22 21:01:16+00:00	0	Twitter for Android	@tukobos @chime_szn It was kinda cute then, but in this #HorribleBosses context, it's got me ROTFL 😂😂	Wherever Tech reaches...
130	reenumi	2022-03-22 21:01:06+00:00	1	Twitter for Android	Ati gboro, eti ti kun..... Let's do better! Let's be better! #nollywood #HorribleBosses	Lagos, Nigeria
131	GozTheBoss	2022-03-22 21:00:48+00:00	7	Twitter for Android	"My direct boss is newly employed (Indian) and is already threatening workers with sack.

Unfortunately I can't afford to quit cos of family responsibilities, and we know the state of Nigeria when it comes to Jobs.

#HorribleBosses"	Somewhere
132	GozTheBoss	2022-03-22 21:00:47+00:00	11	Twitter for Android	"I work 12hrs (5-6 days/week) in a multinational, I practically break down every 3-4 months due to stress or health strain.

Phone usage is extremely limited, so if emergency pops from home, you'd practically be the last to know.

#HorribleBosses"	Somewhere
133	deji_online	2022-03-22 21:00:38+00:00	1	Twitter for Android	Before you join the #HorribleBosses bandwagon, be sure that you are not a horrible employee trying to remove specks from the eyes of others. #JustSaying	Earth
134	YettyJohnson	2022-03-22 21:00:24+00:00	3	Twitter for iPhone	We can talk till our mouths bleed. Please what’s the way forward? I guarantee tomorrow it will still continue #HorribleBosses	United Kingdom 🇬🇧
135	AttaAbraham	2022-03-22 21:00:04+00:00	1	Twitter for iPhone	I wish this #HorribleBosses can be trending everyday so that every boss can always be seeing this and adjust	Lake Forest, IL
136	nekkymeg	2022-03-22 21:00:02+00:00	0	Twitter Web App	"Sigh... 
#HorribleBosses"	In the Lord's presence
137	MichealSound	2022-03-22 20:59:47+00:00	1	Twitter for Android	"Hmmm
Aluta continue tomorrow, #HorribleBosses"	Lagos city, Nigeria 
138	DirectorSolomon	2022-03-22 20:59:01+00:00	3	Twitter for Android	The way Nollywood is begging to be heard! I had no idea there was a #HorribleBosses #Nollywood Space today 😪 https://t.co/UMGfuI2u23	Nigeria
139	ayinde_aramide_	2022-03-22 20:58:57+00:00	0	Twitter for Android	7k #HorribleBosses https://t.co/1MsCdQp0mk	Ibadan, Nigeria
140	AttaAbraham	2022-03-22 20:58:53+00:00	0	Twitter for iPhone	I was once told by my boss to wash his car me that was working on the front desk with a  lot of work to do and cover up for a staff that didn't come #HorribleBosses	Lake Forest, IL
141	TayeOlusola	2022-03-22 20:58:44+00:00	13	Twitter for iPhone	The Nigerian music industry is in mud. I hope you all have proof sha. #HorribleBosses https://t.co/dZGl8VMUZt	Lagos, Nigeria
142	Theyvid_	2022-03-22 20:58:32+00:00	0	Twitter for Android	@HighEnergyy__ There are some on  #HorribleBosses , there are others scattered all over	Outside
143	hendsz_	2022-03-22 20:58:22+00:00	0	Twitter for iPhone	"#HorribleBosses Inside Nollywood
@Shockng @innollywood_ 
Why na?!!! We’re here till 12am naaa"	
144	mijiofficiall	2022-03-22 20:58:18+00:00	68	Twitter for Android	"The fact that you survived a horrible experience doesn't mean you must subject others to it.
Use your advantage &amp; position to transform toxicity, not perpetuate it. #HorribleBosses"	Nigeria
145	Miriam_dera	2022-03-22 20:58:14+00:00	2	Twitter for iPhone	"Late? @10:00am? We were here till 2:00am yesterday. Let’s do it again today🙄.

Millennials and sleep🙄 #horriblebosses"	
146	delish106	2022-03-22 20:57:35+00:00	1	Twitter for Android	@akuluono scattered this Nollywood #HorribleBosses space.	Lagos
147	koladetomi	2022-03-22 20:56:48+00:00	0	Twitter for Android	There's bn lot of reports on this scene one production. They really need to work on themselves #HorribleBosses	
148	duchessbidex	2022-03-22 20:56:46+00:00	1	Twitter for Android	Why does Funke Akindele always get mentioned? that lady needs to fix up abeg. her own is too much already. tskkk #HorribleBosses	Lagos, Nigeria
149	itsmssabz	2022-03-22 20:56:41+00:00	1	Twitter for iPhone	Mr Peter they can now pay your salary o #HorribleBosses	London, England
150	sholsss	2022-03-22 20:55:53+00:00	0	Twitter for Android	"LMAO. Aseju ni Amen Estate, saying Scene One Productions is enough 🤣🤣🤣 The guy say, may the Lord epp you people that's he's enjoying his life now in the UK 🤣🤣🤣🤣

He said when you hear Scene One beware of Mr Peter, Production Manager

#HorribleBosses"	ZION
151	itsmssabz	2022-03-22 20:55:49+00:00	0	Twitter for iPhone	Can we move to clubhouse? #HorribleBosses	London, England
152	jjSomolu	2022-03-22 20:55:45+00:00	1	Twitter for iPhone	No be small oil of gladness #HorribleBosses https://t.co/Ew7eBhL0bc	Lagos, Manchester, England.
153	ChikeIgwebuike	2022-03-22 20:55:42+00:00	1	Twitter for Android	If una dey mention Nollywood #HorribleBosses please mention the guys who deal shege with writers, the tree that requires writers submit their scripts through a producer but end up not giving feedback after one year.	
154	theDamiDami	2022-03-22 20:55:34+00:00	0	Twitter for Android	"It is ILLEGAL to withhold someone's passport
#HorribleBosses"	all around the world
155	itsmssabz	2022-03-22 20:55:26+00:00	0	Twitter for iPhone	Ha! Not Aunty Funke too #HorribleBosses	London, England
156	iam_ojmartins	2022-03-22 20:55:21+00:00	1	Twitter for Android	We had a 99.9% chance of getting loans or salary advance than a salary increament as we were actually underpaid. The times the salary got increased the penalty fee and rates got increased as well. #HorribleBosses	Abuja, Nigeria
157	Missy_dinny	2022-03-22 20:55:12+00:00	0	Twitter for Android	Afriff and Scene one #HorribleBosses	England, UKed!
158	JamesOmokwe	2022-03-22 20:55:04+00:00	22	Twitter for Android	Can we move this #HorribleBosses thing to clubhouse?	
159	molarawood	2022-03-22 20:55:02+00:00	10	Twitter for Android	"I don't understand why it seems some #Nollywood producers think only celebrity actors are worthy of decent treatment on their movie sets. 

I mean, have people heard about character actors? 

#HorribleBosses"	
160	___Taurean___	2022-03-22 20:54:50+00:00	1	Twitter for iPhone	"Mr Peter, production manager from Scene one productions, Thunder faya you!!!! Thief!!!! Funke and JJC Una well done o
#HorribleBosses
 https://t.co/FHZ2ls34de"	
161	jjSomolu	2022-03-22 20:54:44+00:00	0	Twitter for iPhone	Amen! #HorribleBosses https://t.co/E7cUgy8CcV	Lagos, Manchester, England.
162	Malieme_	2022-03-22 20:54:43+00:00	1	Twitter for iPhone	That ending tho, this guy lmaoo #HorribleBosses	
163	Missy_dinny	2022-03-22 20:54:38+00:00	1	Twitter for Android	Oga peter they can pay your salary oh #HorribleBosses	England, UKed!
164	Ogho_sowho	2022-03-22 20:54:37+00:00	2	Twitter for iPhone	Mr Peter of Scene one production why are you paying someone 5,000 for an episode in a production. Stop being a thief and pay creatives their money. #HorribleBosses	Los Angeles, CA
165	IntelRegion	2022-03-22 20:54:33+00:00	4	TweetDeck	"Moment singer, Ruger gives Billionaire, Tony Elumelu a surprise performance at his office as he clocks a new age (Video)

#HorribleBosses #NoToRicketts
https://t.co/hYROEwIC4M"	Nigeria
166	_PharmJimmy	2022-03-22 20:53:54+00:00	25	Twitter for iPhone	In 6 years, I have worked with 7 different line managers in 4 different organizations. Six (6) of them have become friends and family, I’m a lucky chap. #HorribleBosses	Jos, Nigeria
167	Missy_dinny	2022-03-22 20:53:38+00:00	1	Twitter for Android	Abeg when are we doing Nigerian Bank callout biko #HorribleBosses	England, UKed!
168	iamstephenakin	2022-03-22 20:53:36+00:00	2	Twitter for Android	Scene one production.. hmm #HorribleBosses	Lagos, Nigeria
169	Ogho_sowho	2022-03-22 20:53:28+00:00	0	Twitter for iPhone	Afriff they said y’all take Nigerian creatives out of their own country in the name of scholarship and abandon them there with no proper care, stipends, etc. Do better y’all stink #HorribleBosses	Los Angeles, CA
170	afolaboola	2022-03-22 20:52:53+00:00	1	Twitter for Android	"Leaving me in the middle to choose who amongst I'll run his errand first. There was this day I had to sit down because you cannot make me run mad. 

#HorribleBosses"	Anywhere in the World
171	TutuAbbey	2022-03-22 20:52:39+00:00	2	Twitter for iPhone	People also shouldn’t abuse this trend by calling their bosses #HorribleBosses for reprimanding them for being lazy at work or constantly missing deadlines.	Manchester, England
172	Hajdinn	2022-03-22 20:51:53+00:00	4	Twitter for Android	Funke Akindele needs to do something regarding scene1 production sha #HorribleBosses	Abuja, Nigeria
173	Ruqibabe	2022-03-22 20:51:35+00:00	0	Twitter for Android	#HorribleBosses https://t.co/a4iexD28L8	Omo Naija
174	Ogho_sowho	2022-03-22 20:51:10+00:00	2	Twitter for iPhone	Soji Ogunnakie owner of Rushing Tap. Pay your actors, models,creatives better. Don’t be a thief. #HorribleBosses	Los Angeles, CA
175	Miriam_dera	2022-03-22 20:50:40+00:00	4	Twitter for iPhone	Call themmmmm outtt. So we can know who we are answering for job and who we should air #horriblebosses	
176	AnexZamani	2022-03-22 20:50:17+00:00	0	Twitter for iPhone	Why is it so hard for people under your lead to work with you? Why do they go the bathroom to cry every time? #HorribleBosses	Lagos, Nigeria
177	popestrings	2022-03-22 20:50:14+00:00	1	Twitter for Android	"I hereby declare myself father of""flutter for Art"" 😌
#flutter #flutterforart #HorribleBosses #flutterdev #Google #DSC https://t.co/pLaHHiW7vs"	Akure, Nigeria
178	Valadoms	2022-03-22 20:49:43+00:00	0	Twitter for Android	I have learnt alot today on the #HorribleBosses trend. Twitter NG 🔥	livehappy eye clinic 
179	king_Mufaasa	2022-03-22 20:49:36+00:00	3	Twitter for Android	"Your job description is your job description. If your boss insists that you do your ""job"" doesn't make him/her a horrible boss

#HorribleBosses"	Lagos, Nigeria
180	iam_ojmartins	2022-03-22 20:49:34+00:00	1	Twitter for Android	Days you ought to rest when you're not at work because it's weekend but you're on duty and there is actually no work to do. He would formulate request and send for us to do to keep us busy and ensure we are actually available and not doing anything else. #HorribleBosses	Abuja, Nigeria
181	devikaokuns	2022-03-22 20:49:01+00:00	0	Twitter for iPhone	Why have this group of people not gone to get their passport forcefully. Like find the person physically. #HorribleBosses	
182	CSexier	2022-03-22 20:48:49+00:00	2	Twitter Web App	"Busy Signal, Kelvyn Boy, Gold Up – Location (Official Video) - https://t.co/IHw5NrHoyL

Asamoah Gyan Black Stars Baby Jet Ashimeru Nigeria Jordan #FabuCensus Danlad Jordan Otto Addo AFCON #HorribleBosses"	
183	Abigailisloved	2022-03-22 20:48:09+00:00	0	Twitter for Android	Which organisation are they talking about? #HorribleBosses	
184	onadeko_richard	2022-03-22 20:47:51+00:00	1	Twitter for Android	AFRIFF too?? 😳 #HorribleBosses	England, United Kingdom
185	VKangni	2022-03-22 20:47:47+00:00	1	Twitter for iPhone	Following the #toxicworkplace #HorribleBosses trend it shows that people are going through a lot working a 9-5 reminds me of my experience working 7-9 😂 the solution to this is to be your own boss. Learn skills that allows you work for yourself.	
186	KayJee__	2022-03-22 20:47:30+00:00	1	Twitter for iPhone	Who dey compile this Nollywood list abeg? #HorribleBosses	Lagos, Nigeria
187	Miriam_dera	2022-03-22 20:47:14+00:00	1	Twitter for iPhone	I kuku did not travel cos of covid year. I for hear whiii. Me, mummy’s girl. I would have broken down man😭. Priye ndo #horriblebosses	
188	Miriam_dera	2022-03-22 20:46:10+00:00	0	Twitter for iPhone	“Gainfully employed”💀. I was gainfully employed too o💀 #horriblebosses	
189	_iamhorlar	2022-03-22 20:45:53+00:00	0	Twitter for iPhone	After this Life, I no dey come again #HorribleBosses #LekkiGirl	E concern you ⁉️
190	KingTeecott	2022-03-22 20:45:47+00:00	9	Twitter for iPhone	When you receive Ebun esu but the holy sister said it’s Ebun oluwa #toxicworkplace #HorribleBosses https://t.co/sM8NGFha65	Queens
191	amandaoruh	2022-03-22 20:45:21+00:00	3	Twitter for Android	"Last night we were up till 1am listening to #HorribleBosses space on tech and other companies, network didn't give issues. Now it is Nollywood turn and gbam network issues upanddan, these are the issues oo, brethren, these are the issues 😑 😒 

I'm still kabashing on the floor"	Planet Earth 
192	stephany_06	2022-03-22 20:44:45+00:00	1	Twitter for iPhone	I am confused what are the talking  about on this space? Who is holding who’s passport ? #HorribleBosses	New york 
193	iam_ojmartins	2022-03-22 20:44:36+00:00	1	Twitter for Android	Verbal abuse, emotional abuse, bullying, talking down on staff, all these you can't go a day without, it was part of the job. You get in full of hopes, high spirited and you end up leaving (if you can) feeling worthless. #HorribleBosses	Abuja, Nigeria
